id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size
1723,4,8,Intel Xeon W-2223,W-2223,2019-11-01,14,8,3600,3900,,8448,120,,,"",FCLGA2066,DDR4 2666,https://ark.intel.com/content/www/us/en/ark/products/198018/intel-xeon-w2223-processor-8-25m-cache-3-60-ghz.html,Workstation,1073741824,Launched,64,198018,45mm x 52.5mm
1724,10,20,Intel Xeon W-2255,W-2255,2019-11-01,14,8,3700,4500,,19712,165,,,"",FCLGA2066,DDR4 2933,https://ark.intel.com/content/www/us/en/ark/products/198016/intel-xeon-w2255-processor-19-25m-cache-3-70-ghz.html,Workstation,1073741824,Launched,62,198016,45mm x 52.5mm
1725,12,24,Intel Xeon W-2265,W-2265,2019-11-01,14,8,3500,4600,,19712,165,,,"",FCLGA2066,DDR4 2933,https://ark.intel.com/content/www/us/en/ark/products/198015/intel-xeon-w2265-processor-19-25m-cache-3-50-ghz.html,Workstation,1073741824,Launched,61,198015,45mm x 52.5mm
1726,6,12,Intel Xeon D-1531,D-1531,2015-11-01,14,,2200,2700,,9216,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91203/intel-xeon-processor-d1531-9m-cache-2-20-ghz.html,Server,134217728,Launched,,91203,37.5mm x 37.5mm
1727,4,8,Intel Xeon D-1521,D-1521,2015-11-01,14,,2400,2700,,6144,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91202/intel-xeon-processor-d1521-6m-cache-2-40-ghz.html,Server,134217728,Launched,,91202,37.5mm x 37.5mm
1728,4,8,Intel Xeon D-1518,D-1518,2015-11-01,14,,2200,2200,,6144,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91201/intel-xeon-processor-d1518-6m-cache-2-20-ghz.html,Server,134217728,Launched,,91201,37.5mm x 37.5mm
1729,8,16,Intel Xeon D-1539,D-1539,2016-05-01,14,,1600,2200,,12288,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91200/intel-xeon-processor-d1539-12m-cache-1-60-ghz.html,Server,134217728,Launched,85,91200,37.5mm x 37.5mm
1730,8,16,Intel Xeon D-1541,D-1541,2015-11-01,14,,2100,2700,,12288,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91199/intel-xeon-processor-d1541-12m-cache-2-10-ghz.html,Server,134217728,Launched,,91199,37.5mm x 37.5mm
1731,6,12,Intel Xeon D-1528,D-1528,2015-11-01,14,,1900,2500,,9216,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91198/intel-xeon-processor-d1528-9m-cache-1-90-ghz.html,Server,134217728,Launched,,91198,37.5mm x 37.5mm
1732,8,16,Intel Xeon D-1537,D-1537,2015-11-01,14,,1700,2300,,12288,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91196/intel-xeon-processor-d1537-12m-cache-1-70-ghz.html,Server,134217728,Launched,,91196,37.5mm x 37.5mm
1733,4,8,Intel Xeon D-1527,D-1527,2015-11-01,14,,2200,2700,,6144,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91195/intel-xeon-processor-d1527-6m-cache-2-20-ghz.html,Server,134217728,Launched,,91195,37.5mm x 37.5mm
1734,4,8,Intel Xeon D-1529,D-1529,2016-05-01,14,,1300,1300,,6144,20,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/91194/intel-xeon-processor-d1529-6m-cache-1-30-ghz.html,Server,134217728,Launched,85,91194,37.5mm x 37.5mm
1735,8,16,Intel Xeon D-1540,D-1540,2015-02-01,14,,2000,2600,,12288,45,,,"",FCBGA1667,DDR4,https://ark.intel.com/content/www/us/en/ark/products/87039/intel-xeon-processor-d1540-12m-cache-2-00-ghz.html,Server,134217728,Launched,80,87039,37.5mm x 37.5mm
1736,4,8,Intel Xeon D-1520,D-1520,2015-02-01,14,,2200,2600,,6144,45,,,"",FCBGA1667,DDR4,https://ark.intel.com/content/www/us/en/ark/products/87038/intel-xeon-processor-d1520-6m-cache-2-20-ghz.html,Server,134217728,Launched,80,87038,37.5mm x 37.5mm
1737,8,16,Intel Xeon D-1649N,D-1649N,2019-05-01,14,,2300,3000,,12288,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193696/intel-xeon-d1649n-processor-12m-cache-2-30ghz.html,Server,134217728,Launched,105,193696,37.5mm x 37.5mm
1738,6,12,Intel Xeon D-1633N,D-1633N,2019-05-01,14,,2500,3200,,9216,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193694/intel-xeon-d1633n-processor-9m-cache-2-50ghz.html,Server,134217728,Launched,105,193694,37.5mm x 37.5mm
1739,6,12,Intel Xeon D-1637,D-1637,2019-05-01,14,,2900,3200,,9216,55,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193693/intel-xeon-d1637-processor-9m-cache-2-90ghz.html,Server,134217728,Launched,105,193693,37.5mm x 37.5mm
1740,4,8,Intel Xeon D-1627,D-1627,2019-05-01,14,,2900,3200,,6144,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193692/intel-xeon-d1627-processor-6m-cache-2-90ghz.html,Server,134217728,Launched,105,193692,37.5mm x 37.5mm
1741,4,8,Intel Xeon D-1623N,D-1623N,2019-05-01,14,,2400,3200,,6144,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193690/intel-xeon-d1623n-processor-6m-cache-2-40ghz.html,Server,134217728,Launched,105,193690,37.5mm x 37.5mm
1742,4,8,Intel Xeon D-1622,D-1622,2019-05-01,14,,2600,3200,,6144,40,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193687/intel-xeon-d1622-processor-6m-cache-2-60ghz.html,Server,134217728,Launched,105,193687,37.5mm x 37.5mm
1743,2,4,Intel Xeon D-1602,D-1602,2019-05-01,14,,2500,3200,,3072,27,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193686/intel-xeon-d1602-processor-3m-cache-2-50ghz.html,Server,134217728,Launched,105,193686,37.5mm x 37.5mm
1744,15,30,Intel Xeon E7-4880 v2,E7-4880V2,2014-02-01,22,8,2500,3100,,38400,130,,,"",FCLGA2011,DDR3 1066/1333/1600,https://ark.intel.com/content/www/us/en/ark/products/75773/intel-xeon-processor-e74880-v2-37-5m-cache-2-50-ghz.html,Server,1610612736,Discontinued,73,75773,52mm x 45mm
1745,4,4,Intel Xeon E3-1226 v3,E3-1226V3,2014-05-01,22,5,3300,3700,,8192,84,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80917/intel-xeon-processor-e31226-v3-8m-cache-3-30-ghz.html,Server,33554432,Discontinued,,80917,37.5mm x 37.5mm
1746,4,8,Intel Xeon E3-1246 v3,E3-1246V3,2014-05-01,22,5,3500,3900,,8192,84,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80916/intel-xeon-processor-e31246-v3-8m-cache-3-50-ghz.html,Server,33554432,Discontinued,,80916,37.5mm x 37.5mm
1747,4,8,Intel Xeon E3-1276 v3,E3-1276V3,2014-05-01,22,5,3600,4000,,8192,84,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80915/intel-xeon-processor-e31276-v3-8m-cache-3-60-ghz.html,Server,33554432,Discontinued,,80915,37.5mm x 37.5mm
1748,4,8,Intel Xeon E3-1286L v3,E3-1286LV3,2014-05-01,22,5,3200,4000,,8192,65,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80914/intel-xeon-processor-e31286l-v3-8m-cache-3-20-ghz.html,Server,33554432,Discontinued,,80914,37.5mm x 37.5mm
1749,4,8,Intel Xeon E3-1286 v3,E3-1286V3,2014-05-01,22,5,3700,4100,,8192,84,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80913/intel-xeon-processor-e31286-v3-8m-cache-3-70-ghz.html,Server,33554432,Discontinued,,80913,37.5mm x 37.5mm
1750,4,8,Intel Xeon E3-1240L v3,E3-1240LV3,2014-05-01,22,5,2000,3000,,8192,25,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80912/intel-xeon-processor-e31240l-v3-8m-cache-2-00-ghz.html,Server,33554432,Discontinued,,80912,37.5mm x 37.5mm
1751,4,8,Intel Xeon E3-1231 v3,E3-1231V3,2014-05-01,22,5,3400,3800,,8192,80,,,"",FCLGA1150,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/80910/intel-xeon-processor-e31231-v3-8m-cache-3-40-ghz.html,Server,33554432,Discontinued,,80910,37.5mm x 37.5mm
1752,12,24,Intel Xeon Gold 5118,5118,2017-08-01,14,,2300,3200,,16896,105,,,"",FCLGA3647,DDR4-2400,https://ark.intel.com/content/www/us/en/ark/products/120473/intel-xeon-gold-5118-processor-16-5m-cache-2-30-ghz.html,Server,805306368,Launched,81,120473,76.0mm x 56.5mm
1753,6,12,Intel Xeon E-2236,E-2236,2019-05-01,14,8,3400,4800,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191040/intel-xeon-e2236-processor-12m-cache-3-40-ghz.html,Server,134217728,Launched,100,191040,37.5 mm x 37.5 mm
1754,4,8,Intel Xeon E-2234,E-2234,2019-05-01,14,8,3600,4800,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191039/intel-xeon-e2234-processor-8m-cache-3-60-ghz.html,Server,134217728,Launched,100,191039,37.5 mm x 37.5 mm
1755,6,6,Intel Xeon E-2226G,E-2226G,2019-05-01,14,8,3400,4700,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191038/intel-xeon-e2226g-processor-12m-cache-3-40-ghz.html,Server,134217728,Launched,100,191038,37.5 mm x 37.5 mm
1756,4,4,Intel Xeon E-2224G,E-2224G,2019-05-01,14,8,3500,4700,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191037/intel-xeon-e2224g-processor-8m-cache-3-50-ghz.html,Server,134217728,Launched,100,191037,37.5 mm x 37.5 mm
1757,4,4,Intel Xeon E-2224,E-2224,2019-05-01,14,8,3400,4600,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191036/intel-xeon-e2224-processor-8m-cache-3-40-ghz.html,Server,134217728,Launched,100,191036,37.5 mm x 37.5 mm
1758,6,12,Intel Xeon E-2276G,E-2276G,2019-05-01,14,8,3800,4900,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191035/intel-xeon-e2276g-processor-12m-cache-3-80-ghz.html,Server,134217728,Launched,100,191035,37.5 mm x 37.5 mm
1759,6,12,Intel Xeon E-2286G,E-2286G,2019-05-01,14,8,4000,4900,,12288,95,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/191033/intel-xeon-e2286g-processor-12m-cache-4-00-ghz.html,Server,134217728,Launched,100,191033,37.5 mm x 37.5 mm
1760,6,12,Intel Xeon E-2176M,E-2176M,2018-05-01,14,8,2700,4400,,12288,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/134867/intel-xeon-e2176m-processor-12m-cache-up-to-4-40-ghz.html,Mobile,67108864,Launched,100,134867,42mm x 28mm
1761,6,12,Intel Xeon E-2146G,E-2146G,2018-08-01,14,8,3500,4500,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134866/intel-xeon-e2146g-processor-12m-cache-up-to-4-50-ghz.html,Server,134217728,Launched,100,134866,37.5mm x 37.5mm
1762,4,8,Intel Xeon E-2174G,E-2174G,2018-08-01,14,8,3800,4700,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134864/intel-xeon-e2174g-processor-8m-cache-up-to-4-70-ghz.html,Server,134217728,Launched,100,134864,37.5mm x 37.5mm
1763,6,6,Intel Xeon E-2126G,E-2126G,2018-08-01,14,8,3300,4500,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134863/intel-xeon-e2126g-processor-12m-cache-up-to-4-50-ghz.html,Server,134217728,Launched,100,134863,37.5mm x 37.5mm
1764,4,8,Intel Xeon E-2144G,E-2144G,2018-08-01,14,8,3600,4500,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134862/intel-xeon-e2144g-processor-8m-cache-up-to-4-50-ghz.html,Server,134217728,Launched,100,134862,37.5mm x 37.5mm
1765,6,12,Intel Xeon E-2176G,E-2176G,2018-08-01,14,8,3700,4700,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134860/intel-xeon-e2176g-processor-12m-cache-up-to-4-70-ghz.html,Server,134217728,Launched,100,134860,37.5mm x 37.5mm
1766,6,12,Intel Xeon E-2186M,E-2186M,2018-05-01,14,8,2900,4800,,12288,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/134859/intel-xeon-e2186m-processor-12m-cache-up-to-4-80-ghz.html,Mobile,67108864,Launched,100,134859,42mm x 28mm
1767,4,8,Intel Xeon E-2134,E-2134,2018-08-01,14,8,3500,4500,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134858/intel-xeon-e2134-processor-8m-cache-up-to-4-50-ghz.html,Server,134217728,Launched,100,134858,37.5mm x 37.5mm
1768,6,12,Intel Xeon E-2136,E-2136,2018-08-01,14,8,3300,4500,,12288,80,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134857/intel-xeon-e2136-processor-12m-cache-up-to-4-50-ghz.html,Server,134217728,Launched,100,134857,37.5mm x 37.5mm
1769,4,4,Intel Xeon E-2124,E-2124,2018-08-01,14,8,3300,4300,,8192,71,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134856/intel-xeon-e2124-processor-8m-cache-up-to-4-30-ghz.html,Server,134217728,Launched,100,134856,37.5mm x 37.5mm
1770,6,12,Intel Xeon E-2186G,E-2186G,2018-08-01,14,8,3800,4700,,12288,95,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134855/intel-xeon-e2186g-processor-12m-cache-up-to-4-70-ghz.html,Server,134217728,Launched,100,134855,37.5mm x 37.5mm
1771,18,36,Intel Xeon W-2295,W-2295,2019-11-01,14,8,3000,4600,,25344,165,,,"",FCLGA2066,DDR4 2933,https://ark.intel.com/content/www/us/en/ark/products/198011/intel-xeon-w2295-processor-24-75m-cache-3-00-ghz.html,Workstation,1073741824,Launched,61,198011,45mm x 52.5mm
1772,14,28,Intel Xeon W-2275,W-2275,2019-11-01,14,8,3300,4600,,19712,165,,,"",FCLGA2066,DDR4 2933,https://ark.intel.com/content/www/us/en/ark/products/198010/intel-xeon-w2275-processor-19-25m-cache-3-30-ghz.html,Workstation,1073741824,Launched,62,198010,45mm x 52.5mm
1773,28,56,Intel Xeon W-3275M,W-3275M,2019-05-01,14,8,2500,4400,,39424,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193754/intel-xeon-w3275m-processor-38-5m-cache-2-50-ghz.html,Workstation,2147483648,Launched,76,193754,76.0mm x 56.5mm
1774,16,32,Intel Xeon W-3245,W-3245,2019-05-01,14,8,3200,4400,,22528,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193753/intel-xeon-w3245-processor-22m-cache-3-20-ghz.html,Workstation,1073741824,Launched,77,193753,76.0mm x 56.5mm
1775,28,56,Intel Xeon W-3275,W-3275,2019-05-01,14,8,2500,4400,,39424,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193752/intel-xeon-w3275-processor-38-5m-cache-2-50-ghz.html,Workstation,1073741824,Launched,76,193752,76.0mm x 56.5mm
1776,16,32,Intel Xeon W-3245M,W-3245M,2019-05-01,14,8,3200,4400,,22528,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193751/intel-xeon-w3245m-processor-22m-cache-3-20-ghz.html,Workstation,2147483648,Launched,77,193751,76.0mm x 56.5mm
1777,24,48,Intel Xeon W-3265M,W-3265M,2019-05-01,14,8,2700,4400,,33792,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193750/intel-xeon-w3265m-processor-33m-cache-2-70-ghz.html,Workstation,2147483648,Launched,78,193750,76.0mm x 56.5mm
1778,12,24,Intel Xeon W-3235,W-3235,2019-05-01,14,8,3300,4400,,19712,180,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193749/intel-xeon-w3235-processor-19-25m-cache-3-30-ghz.html,Workstation,1073741824,Launched,72,193749,76.0mm x 56.5mm
1779,8,16,Intel Xeon W-3225,W-3225,2019-05-01,14,8,3700,4300,,16896,160,,,"",FCLGA3647,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/193747/intel-xeon-w3225-processor-16-5m-cache-3-70-ghz.html,Workstation,1073741824,Launched,68,193747,76.0mm x 56.5mm
1780,24,48,Intel Xeon W-3265,W-3265,2019-05-01,14,8,2700,4400,,33792,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/193746/intel-xeon-w3265-processor-33m-cache-2-70-ghz.html,Workstation,1073741824,Launched,78,193746,76.0mm x 56.5mm
1781,8,16,Intel Xeon W-3223,W-3223,2019-05-01,14,8,3500,4000,,16896,160,,,"",FCLGA3647,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/193739/intel-xeon-w3223-processor-16-5m-cache-3-50-ghz.html,Workstation,1073741824,Launched,68,193739,76.0mm x 56.5mm
1782,28,56,Intel Xeon W-3175X,W-3175X,2018-11-01,14,8,3100,3800,,39424,255,,,"",FCLGA3647,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/189452/intel-xeon-w3175x-processor-38-5m-cache-3-10-ghz.html,Desktop,536870912,Launched,85,189452,76.0mm x 56.5mm
1783,14,28,Intel Xeon W-2175,W-2175,2017-08-01,14,8,2500,4300,,19456,140,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/130046/intel-xeon-w2175-processor-19-25m-cache-2-50-ghz.html,Server,536870912,Launched,,130046,45mm x 52.5mm
1784,18,36,Intel Xeon W-2195,W-2195,2017-08-01,14,8,2300,4300,,25344,140,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/126793/intel-xeon-w2195-processor-24-75m-cache-2-30-ghz.html,Server,536870912,Launched,66,126793,45mm x 52.5mm
1785,6,12,Intel Xeon W-2135,W-2135,2017-08-01,14,8,3700,4500,,8448,140,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/126709/intel-xeon-w2135-processor-8-25m-cache-3-70-ghz.html,Server,536870912,Launched,64,126709,45mm x 52.5mm
1786,4,8,Intel Xeon W-2125,W-2125,2017-08-01,14,8,4000,4500,,8448,120,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/126708/intel-xeon-w2125-processor-8-25m-cache-4-00-ghz.html,Server,536870912,Launched,64,126708,45mm x 52.5mm
1787,8,16,Intel Xeon W-2145,W-2145,2017-08-01,14,8,3700,4500,,11264,140,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/126707/intel-xeon-w2145-processor-11m-cache-3-70-ghz.html,Server,536870912,Launched,70,126707,45mm x 52.5mm
1788,10,20,Intel Xeon W-2155,W-2155,2017-08-01,14,8,3300,4500,,14080,140,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/125042/intel-xeon-w2155-processor-13-75m-cache-3-30-ghz.html,Server,536870912,Launched,68,125042,45mm x 52.5mm
1789,6,12,Intel Xeon W-2133,W-2133,2017-08-01,14,8,3600,3900,,8448,140,,,"",FCLGA2066,DDR4 1600/1866/2133/2400/2666,https://ark.intel.com/content/www/us/en/ark/products/125040/intel-xeon-w2133-processor-8-25m-cache-3-60-ghz.html,Server,536870912,Launched,65,125040,45mm x 52.5mm
1790,8,16,Intel Xeon D-1653N,D-1653N,2019-05-01,14,,2800,3200,,12288,65,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/193680/intel-xeon-d1653n-processor-12m-cache-2-80ghz.html,Server,134217728,Launched,105,193680,37.5mm x 37.5mm
1791,16,32,Intel Xeon D-2183IT,D-2183IT,2018-02-01,14,,2200,3000,,22528,100,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136441/intel-xeon-d2183it-processor-22m-cache-2-20-ghz.html,Server,536870912,Launched,,136441,
1792,16,32,Intel Xeon D-2187NT,D-2187NT,2018-02-01,14,,2000,3000,,22528,110,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136440/intel-xeon-d2187nt-processor-22m-cache-2-00-ghz.html,Server,536870912,Launched,,136440,
1793,12,24,Intel Xeon D-2166NT,D-2166NT,2018-02-01,14,,2000,3000,,17408,85,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136439/intel-xeon-d2166nt-processor-16-5m-cache-2-00-ghz.html,Server,536870912,Launched,,136439,
1794,14,28,Intel Xeon D-2173IT,D-2173IT,2018-02-01,14,,1700,3000,,19456,70,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136438/intel-xeon-d2173it-processor-19-25m-cache-1-70-ghz.html,Server,536870912,Launched,,136438,
1795,12,24,Intel Xeon D-2163IT,D-2163IT,2018-02-01,14,,2100,3000,,17408,75,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136437/intel-xeon-d2163it-processor-16-5m-cache-2-10-ghz.html,Server,536870912,Launched,,136437,
1796,14,28,Intel Xeon D-2177NT,D-2177NT,2018-02-01,14,,1900,3000,,19456,105,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136436/intel-xeon-d2177nt-processor-19-25m-cache-1-90-ghz.html,Server,536870912,Launched,,136436,
1797,12,24,Intel Xeon D-2161I,D-2161I,2018-02-01,14,,2200,3000,,16896,90,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136435/intel-xeon-d2161i-processor-16-5m-cache-2-20-ghz.html,Server,536870912,Launched,,136435,
1798,8,16,Intel Xeon D-2146NT,D-2146NT,2018-02-01,14,,2300,3000,,11264,80,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136434/intel-xeon-d2146nt-processor-11m-cache-2-30-ghz.html,Server,536870912,Launched,,136434,
1799,8,16,Intel Xeon D-2145NT,D-2145NT,2018-02-01,14,,1900,3000,,11264,65,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136433/intel-xeon-d2145nt-processor-11m-cache-1-90-ghz.html,Server,536870912,Launched,,136433,
1800,8,16,Intel Xeon D-2142IT,D-2142IT,2018-02-01,14,,1900,3000,,11264,65,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136432/intel-xeon-d2142it-processor-11m-cache-1-90-ghz.html,Server,536870912,Launched,,136432,
1801,8,16,Intel Xeon D-2143IT,D-2143IT,2018-02-01,14,,2200,3000,,11264,65,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136431/intel-xeon-d2143it-processor-11m-cache-2-20-ghz.html,Server,536870912,Launched,,136431,
1802,8,16,Intel Xeon D-2141I,D-2141I,2018-02-01,14,,2200,3000,,11264,65,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136430/intel-xeon-d2141i-processor-11m-cache-2-20-ghz.html,Server,536870912,Launched,,136430,
1803,4,8,Intel Xeon D-2123IT,D-2123IT,2018-02-01,14,,2200,3000,,8192,60,,,"",FCBGA2518,DDR4,https://ark.intel.com/content/www/us/en/ark/products/136429/intel-xeon-d2123it-processor-8-25m-cache-2-20-ghz.html,Server,536870912,Launched,,136429,
1804,8,16,Intel Xeon D-1553N,D-1553N,2017-08-01,14,,2300,2700,,12288,65,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/123002/intel-xeon-processor-d1553n-12m-cache-2-30-ghz.html,Server,134217728,Launched,105,123002,37.5mm x 37.5mm
1805,4,8,Intel Xeon D-1523N,D-1523N,2017-08-01,14,,2000,2600,,6144,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/123001/intel-xeon-processor-d1523n-6m-cache-2-00-ghz.html,Server,134217728,Launched,,123001,37.5mm x 37.5mm
1806,8,16,Intel Xeon D-1543N,D-1543N,2017-08-01,14,,1900,2500,,12288,45,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/123000/intel-xeon-processor-d1543n-12m-cache-1-90-ghz.html,Server,134217728,Launched,,123000,37.5mm x 37.5mm
1807,4,8,Intel Xeon D-1513N,D-1513N,2017-08-01,14,,1600,2200,,6144,35,,,"",FCBGA1667,"DDR4, DDR3",https://ark.intel.com/content/www/us/en/ark/products/122999/intel-xeon-processor-d1513n-6m-cache-1-60-ghz.html,Server,134217728,Launched,,122999,37.5mm x 37.5mm
1808,24,48,Intel Xeon E7-8894 v4,E7-8894V4,2017-02-01,14,9.6,2400,3400,,61440,165,,,"",FCLGA2011,DDR4-1333/1600/1866 DDR3-1066/1333/1600,https://ark.intel.com/content/www/us/en/ark/products/96900/intel-xeon-processor-e78894-v4-60m-cache-2-40-ghz.html,Server,3221225472,Launched,79,96900,45mm x 52.5mm
1809,10,20,Intel Xeon E7-4820 v4,E7-4820V4,2016-05-01,14,6.4,2000,,,25600,115,,,"",FCLGA2011,"DDR4-1333/1600/1866, DDR3-1066/1333",https://ark.intel.com/content/www/us/en/ark/products/93814/intel-xeon-processor-e74820-v4-25m-cache-2-00-ghz.html,Server,3221225472,Launched,67,93814,45mm x 52.5mm
1810,14,28,Intel Xeon E7-4830 v4,E7-4830V4,2016-05-01,14,8,2000,2800,,35840,115,,,"",FCLGA2011,DDR4-1333/1600/1866   DDR3-1066/1333/1600,https://ark.intel.com/content/www/us/en/ark/products/93811/intel-xeon-processor-e74830-v4-35m-cache-2-00-ghz.html,Server,3221225472,Launched,68,93811,45mm x 52.5mm
