id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size,fullname
494,24,48,Intel Xeon Platinum 8274,8274,2019-05-01,14,,3200,4000,,36608,240,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192487/intel-xeon-platinum-8274-processor-35-75m-cache-3-10-ghz/specifications.html,Server,1073741824,Launched,65,192487,76.0mm x 56.5mm,"Intel Xeon Platinum 8274 Processor (35.75M Cache, 3.10 GHz)"
495,28,56,Intel Xeon Platinum 8284,8284,2019-05-01,14,,3000,4000,,39424,240,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/193956/intel-xeon-platinum-8284-processor-38-5m-cache-3-00-ghz/specifications.html,Server,1073741824,Launched,65,193956,76.0mm x 56.5mm,"Intel Xeon Platinum 8284 Processor (38.5M Cache, 3.00 GHz)"
496,56,112,Intel Xeon Platinum 9282,9282,2019-05-01,14,,2600,3800,,78848,400,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/194146/intel-xeon-platinum-9282-processor-77m-cache-2-60-ghz/specifications.html,Server,,Launched,,194146,,"Intel Xeon Platinum 9282 Processor (77M Cache, 2.60 GHz)"
497,26,52,Intel Xeon Platinum 8270,8270,2019-05-01,14,,2700,4000,,36608,205,,7405,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192482/intel-xeon-platinum-8270-processor-35-75m-cache-2-70-ghz/specifications.html,Server,1073741824,Launched,84,192482,76.0mm x 56.5mm,"Intel Xeon Platinum 8270 Processor (35.75M Cache, 2.70 GHz)"
498,32,64,Intel Xeon Platinum 9221,9221,2019-08-01,14,,2300,3700,,73216,250,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/195434/intel-xeon-platinum-9221-processor-71-5m-cache-2-30-ghz/specifications.html,Server,,Launched,,195434,,"Intel Xeon Platinum 9221 Processor (71.5M Cache, 2.30 GHz)"
499,32,64,Intel Xeon Platinum 9222,9222,2019-08-01,14,,2300,3700,,73216,250,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/195437/intel-xeon-platinum-9222-processor-71-5m-cache-2-30-ghz/specifications.html,Server,,Launched,,195437,,"Intel Xeon Platinum 9222 Processor (71.5M Cache, 2.30 GHz)"
500,2,4,Intel Core i3-6300T,i3-6300T,2015-08-01,14,8,3300,,,4096,35,,138,6th Generation Intel Core i3 Processors,FCLGA1151,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/90728/intel-core-i36300t-processor-4m-cache-3-30-ghz/specifications.html,Desktop,67108864,Discontinued,66,90728,37.5mm x 37.5mm,"Intel Core i3-6300T Processor (4M Cache, 3.30 GHz)"
501,2,4,Intel Core i3-6167U,i3-6167U,2015-08-01,14,4,2700,,,3072,28,,,6th Generation Intel Core i3 Processors,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/91154/intel-core-i36167u-processor-3m-cache-2-70-ghz/specifications.html,Mobile,33554432,Discontinued,100,91154,42mm X 24mm,"Intel Core i3-6167U Processor (3M Cache, 2.70 GHz)"
502,2,4,Intel Core i3-6100U,i3-6100U,2015-08-01,14,4,2300,,,3072,15,,281,6th Generation Intel Core i3 Processors,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/88180/intel-core-i36100u-processor-3m-cache-2-30-ghz/specifications.html,Mobile,33554432,Launched,100,88180,42mm X 24mm,"Intel Core i3-6100U Processor (3M Cache, 2.30 GHz)"
503,2,4,Intel Core i3-6100H,i3-6100H,2015-08-01,14,8,2700,,,3072,35,,,6th Generation Intel Core i3 Processors,FCBGA1440,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/89063/intel-core-i36100h-processor-3m-cache-2-70-ghz/specifications.html,Mobile,67108864,Discontinued,100,89063,42mm x 28mm,"Intel Core i3-6100H Processor (3M Cache, 2.70 GHz)"
504,2,4,Intel Core i3-6100TE,i3-6100TE,2015-11-01,14,8,2700,,,4096,35,,117,6th Generation Intel Core i3 Processors,FCLGA1151,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/88181/intel-core-i36100te-processor-4m-cache-2-70-ghz/specifications.html,Embedded,67108864,Launched,,88181,37.5mm x 37.5mm,"Intel Core i3-6100TE Processor (4M Cache, 2.70 GHz)"
505,2,4,Intel Core i3-6100E,i3-6100E,2015-11-01,14,8,2700,,,3072,35,,225,6th Generation Intel Core i3 Processors,FCBGA1440,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/90611/intel-core-i36100e-processor-3m-cache-2-70-ghz/specifications.html,Embedded,67108864,Launched,100,90611,42mm x 28mm,"Intel Core i3-6100E Processor (3M Cache, 2.70 GHz)"
506,2,4,Intel Core i3-6098P,i3-6098P,2015-11-01,14,8,3600,,,3072,54,,,6th Generation Intel Core i3 Processors,FCLGA1151,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/93366/intel-core-i36098p-processor-3m-cache-3-60-ghz/specifications.html,Desktop,67108864,Discontinued,66,93366,37.5mm x 37.5mm,"Intel Core i3-6098P Processor (3M Cache, 3.60 GHz)"
507,2,4,Intel Core i3-6157U,i3-6157U,2016-08-01,14,4,2400,,,3072,28,,,6th Generation Intel Core i3 Processors,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/96484/intel-core-i36157u-processor-3m-cache-2-40-ghz/specifications.html,Mobile,33554432,Discontinued,100,96484,42mm X 24mm,"Intel Core i3-6157U Processor (3M Cache, 2.40 GHz)"
508,2,4,Intel Core i3-6006U,i3-6006U,2016-11-01,14,4,2000,,,3072,15,,281,6th Generation Intel Core i3 Processors,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/91157/intel-core-i36006u-processor-3m-cache-2-00-ghz/specifications.html,Mobile,33554432,Discontinued,100,91157,42mm X 24mm,"Intel Core i3-6006U Processor (3M Cache, 2.00 GHz)"
509,2,4,Intel Core i3-7100U,i3-7100U,2016-08-01,14,4,2400,,,3072,15,,281,7th Generation Intel Core i3 Processors,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/95442/intel-core-i37100u-processor-3m-cache-2-40-ghz/specifications.html,Mobile,33554432,Launched,100,95442,42mm X 24mm,"Intel Core i3-7100U Processor (3M Cache, 2.40 GHz)"
510,2,4,Intel Core i3-7102E,i3-7102E,2017-02-01,14,,2100,,,3072,25,,225,7th Generation Intel Core i3 Processors,FCBGA1440,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/97124/intel-core-i37102e-processor-3m-cache-2-10-ghz/specifications.html,Embedded,67108864,Launched,100,97124,42mm x 28 mm,"Intel Core i3-7102E Processor (3M Cache, 2.10 GHz)"
511,2,4,Intel Core i3-7101TE,i3-7101TE,2017-02-01,14,8,3400,,,3072,35,,117,7th Generation Intel Core i3 Processors,FCLGA1151,"DDR3L-1600, DDR4-2400",https://www.intel.com/content/www/us/en/products/sku/97125/intel-core-i37101te-processor-3m-cache-3-40-ghz/specifications.html,Desktop,67108864,Launched,88,97125,37.5mm x 37.5mm,"Intel Core i3-7101TE Processor (3M Cache, 3.40 GHz)"
512,2,4,Intel Core i3-7100H,i3-7100H,2017-02-01,14,8,3000,,,3072,35,,,7th Generation Intel Core i3 Processors,FCBGA1440,,https://www.intel.com/content/www/us/en/products/sku/97126/intel-core-i37100h-processor-3m-cache-3-00-ghz/specifications.html,Mobile,67108864,Launched,100,97126,42mm x 28mm,"Intel Core i3-7100H Processor (3M Cache, 3.00 GHz)"
513,2,4,Intel Core i3-7101E,i3-7101E,2017-02-01,14,,3900,,,3072,54,,117,7th Generation Intel Core i3 Processors,FCLGA1151,"DDR3L-1600, DDR4-2400",https://www.intel.com/content/www/us/en/products/sku/97130/intel-core-i37101e-processor-3m-cache-3-90-ghz/specifications.html,Desktop,67108864,Launched,100,97130,37.5mm x 37.5mm,"Intel Core i3-7101E Processor (3M Cache, 3.90 GHz)"
514,2,4,Intel Core i3-7100E,i3-7100E,2017-02-01,14,,2900,,,3072,35,,225,7th Generation Intel Core i3 Processors,FCBGA1440,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/97131/intel-core-i37100e-processor-3m-cache-2-90-ghz/specifications.html,Embedded,67108864,Launched,100,97131,42mm x 28 mm,"Intel Core i3-7100E Processor (3M Cache, 2.90 GHz)"
515,2,4,Intel Core i3-7100,i3-7100,2017-02-01,14,8,3900,,,3072,51,,,7th Generation Intel Core i3 Processors,FCLGA1151,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/97455/intel-core-i37100-processor-3m-cache-3-90-ghz/specifications.html,Desktop,67108864,Discontinued,100,97455,37.5mm x 37.5mm,"Intel Core i3-7100 Processor (3M Cache, 3.90 GHz)"
516,2,4,Intel Core i3-7300T,i3-7300T,2017-02-01,14,8,3500,,,4096,35,,,7th Generation Intel Core i3 Processors,FCLGA1151,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/97457/intel-core-i37300t-processor-4m-cache-3-50-ghz/specifications.html,Desktop,67108864,Discontinued,92,97457,37.5mm x 37.5mm,"Intel Core i3-7300T Processor (4M Cache, 3.50 GHz)"
517,4,4,Intel Atom C2530,C2530,2013-08-01,22,,1700,2400,,2048,9,,70,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1333,https://www.intel.com/content/www/us/en/products/sku/77980/intel-atom-processor-c2530-2m-cache-1-70-ghz/specifications.html,Server,33554432,Launched,97,77980,34 mm x 28 mm,"Intel Atom Processor C2530 (2M Cache, 1.70 GHz)"
518,4,4,Intel Atom C2538,C2538,2013-08-01,22,,2400,,,2048,15,,104,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77981/intel-atom-processor-c2538-2m-cache-2-40-ghz/specifications.html,Embedded,67108864,Launched,,77981,34 mm x 28 mm,"Intel Atom Processor C2538 (2M Cache, 2.40 GHz)"
519,4,4,Intel Atom C2550,C2550,2013-08-01,22,,2400,2600,,2048,14,,86,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77982/intel-atom-processor-c2550-2m-cache-2-40-ghz/specifications.html,Server,67108864,Launched,96,77982,34 mm x 28 mm,"Intel Atom Processor C2550 (2M Cache, 2.40 GHz)"
520,4,4,Intel Atom C2558,C2558,2013-08-01,22,,2400,,,2048,15,,104,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77983/intel-atom-processor-c2558-2m-cache-2-40-ghz/specifications.html,Embedded,67108864,Launched,,77983,34 mm x 28 mm,"Intel Atom Processor C2558 (2M Cache, 2.40 GHz)"
521,8,8,Intel Atom C2718,C2718,2013-08-01,22,,2000,,,4096,18,,182,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1333,https://www.intel.com/content/www/us/en/products/sku/77984/intel-atom-processor-c2718-4m-cache-2-00-ghz/specifications.html,Embedded,33554432,Launched,,77984,34 mm x 28 mm,"Intel Atom Processor C2718 (4M Cache, 2.00 GHz)"
522,8,8,Intel Atom C2730,C2730,2013-08-01,22,,1700,2400,,4096,12,,150,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77985/intel-atom-processor-c2730-4m-cache-1-70-ghz/specifications.html,Server,33554432,Launched,97,77985,34 mm x 28 mm,"Intel Atom Processor C2730 (4M Cache, 1.70 GHz)"
523,8,8,Intel Atom C2738,C2738,2013-08-01,22,,2400,,,4096,20,,208,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77986/intel-atom-processor-c2738-4m-cache-2-40-ghz/specifications.html,Embedded,67108864,Launched,,77986,34 mm x 28 mm,"Intel Atom Processor C2738 (4M Cache, 2.40 GHz)"
524,8,8,Intel Atom C2758,C2758,2013-08-01,22,,2400,,,4096,20,,208,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77988/intel-atom-processor-c2758-4m-cache-2-40-ghz/specifications.html,Embedded,67108864,Launched,,77988,34 mm x 28 mm,"Intel Atom Processor C2758 (4M Cache, 2.40 GHz)"
525,8,8,Intel Atom C2750,C2750,2013-08-01,22,,2400,2600,,4096,20,,171,Intel Atom Processor C Series,FCBGA1283,DDR3/DDR3L 1600,https://www.intel.com/content/www/us/en/products/sku/77987/intel-atom-processor-c2750-4m-cache-2-40-ghz/specifications.html,Server,67108864,Launched,97,77987,34 mm x 28 mm,"Intel Atom Processor C2750 (4M Cache, 2.40 GHz)"
526,4,4,Intel Atom C2508,C2508,2014-05-01,22,,1250,,,2048,9.5,,98,Intel Atom Processor C Series,FCBGA1283,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/81270/intel-atom-processor-c2508-2m-cache-1-25-ghz/specifications.html,Embedded,33554432,Launched,85,81270,34 mm x 28 mm,"Intel Atom Processor C2508 (2M Cache, 1.25 GHz)"
527,2,2,Intel Atom C2308,C2308,2014-05-01,22,,1250,,,1024,6,,60,Intel Atom Processor C Series,FCBGA1283,DDR 1333,https://www.intel.com/content/www/us/en/products/sku/81328/intel-atom-processor-c2308-1m-cache-1-25-ghz/specifications.html,Embedded,16777216,Launched,85,81328,34 mm x 28 mm,"Intel Atom Processor C2308 (1M Cache, 1.25 GHz)"
528,2,2,Intel Atom C3338,C3338,2017-02-01,14,,1500,2200,,4096,8.5,,36,Intel Atom Processor C Series,FCBGA1310,DDR4: 1866,https://www.intel.com/content/www/us/en/products/sku/97928/intel-atom-processor-c3338-4m-cache-up-to-2-20-ghz/specifications.html,Server,134217728,Launched,89,97928,34 mm x 28 mm,"Intel Atom Processor C3338 (4M Cache, up to 2.20 GHz)"
529,2,4,Intel Pentium Gold 4410Y,4410Y,2017-02-01,14,4,1500,,,2048,6,,161,Intel Pentium Gold Processor Series,FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/97140/intel-pentium-gold-processor-4410y-2m-cache-1-50-ghz/specifications.html,Mobile,16777216,Launched,100,97140,20mm X 16.5mm,"Intel Pentium Gold Processor 4410Y (2M Cache, 1.50 GHz)"
530,2,4,Intel Pentium Gold 4415U,4415U,2017-02-01,14,4,2300,,,2048,15,,161,Intel Pentium Gold Processor Series,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/96508/intel-pentium-gold-processor-4415u-2m-cache-2-30-ghz/specifications.html,Mobile,33554432,Launched,100,96508,42mm X 24mm,"Intel Pentium Gold Processor 4415U (2M Cache, 2.30 GHz)"
531,2,4,Intel Pentium Gold 4415Y,4415Y,2017-05-01,14,4,1600,,,2048,6,,161,Intel Pentium Gold Processor Series,FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/122697/intel-pentium-gold-processor-4415y-2m-cache-1-60-ghz/specifications.html,Mobile,16777216,Launched,100,122697,20mm X 16.5mm,"Intel Pentium Gold Processor 4415Y (2M Cache, 1.60 GHz)"
532,2,4,Intel Pentium Gold G5500,G5500,2018-05-01,14,8,3800,,,4096,54,,75,Intel Pentium Gold Processor Series,FCLGA1151,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/129946/intel-pentium-gold-g5500-processor-4m-cache-3-80-ghz/specifications.html,Desktop,67108864,Discontinued,100,129946,37.5mm x 37.5mm,"Intel Pentium Gold G5500 Processor (4M Cache, 3.80 GHz)"
533,2,4,Intel Pentium Gold G5500T,G5500T,2018-05-01,14,8,3200,,,4096,35,,75,Intel Pentium Gold Processor Series,FCLGA1151,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/129947/intel-pentium-gold-g5500t-processor-4m-cache-3-20-ghz/specifications.html,Desktop,67108864,Discontinued,88,129947,37.5mm x 37.5mm,"Intel Pentium Gold G5500T Processor (4M Cache, 3.20 GHz)"
534,2,4,Intel Pentium Gold G5400T,G5400T,2018-05-01,14,8,3100,,,4096,35,,64,Intel Pentium Gold Processor Series,FCLGA1151,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/129949/intel-pentium-gold-g5400t-processor-4m-cache-3-10-ghz/specifications.html,Desktop,67108864,Launched,100,129949,37.5mm x 37.5mm,"Intel Pentium Gold G5400T Processor (4M Cache, 3.10 GHz)"
535,2,4,Intel Pentium Gold G5400,G5400,2018-05-01,14,8,3700,,,4096,58,,64,Intel Pentium Gold Processor Series,FCLGA1151,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/129951/intel-pentium-gold-g5400-processor-4m-cache-3-70-ghz/specifications.html,Desktop,67108864,Launched,100,129951,37.5mm x 37.5mm,"Intel Pentium Gold G5400 Processor (4M Cache, 3.70 GHz)"
536,2,4,Intel Pentium Gold G5600,G5600,2018-05-01,14,8,3900,,,4096,54,,75,Intel Pentium Gold Processor Series,FCLGA1151,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/129945/intel-pentium-gold-g5600-processor-4m-cache-3-90-ghz/specifications.html,Desktop,67108864,Discontinued,100,129945,37.5mm x 37.5mm,"Intel Pentium Gold G5600 Processor (4M Cache, 3.90 GHz)"
537,2,4,Intel Pentium Gold 4417U,4417U,2019-02-01,14,4,2300,,,2048,15,,161,Intel Pentium Gold Processor Series,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/189269/intel-pentium-gold-processor-4417u-2m-cache-2-30-ghz/specifications.html,Mobile,33554432,Launched,100,189269,42mm X 24mm,"Intel Pentium Gold Processor 4417U (2M Cache, 2.30 GHz)"
538,4,8,Intel Core i7-8706G,i7-8706G,2018-08-01,14,8,3100,4100,,8192,,,,8th Generation Intel Core i7 Processors,BGA2270,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/148963/intel-core-i78706g-processor-with-radeon-pro-wx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz/specifications.html,Mobile,67108864,Discontinued,100,148963,31mm x 58.5mm,"Intel Core i7-8706G Processor with Radeon Pro WX Vega M GL graphics (8M Cache, up to 4.10 GHz)"
539,4,8,Intel Core i7-8565U,i7-8565U,2018-08-01,14,4,1800,4600,2000,8192,15,25,409,8th Generation Intel Core i7 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/149091/intel-core-i78565u-processor-8m-cache-up-to-4-60-ghz/specifications.html,Mobile,67108864,Launched,100,149091,46x24,"Intel Core i7-8565U Processor (8M Cache, up to 4.60 GHz)"
540,2,4,Intel Core i7-8500Y,i7-8500Y,2019-02-01,14,4,1500,4200,1600,4096,5,7,393,8th Generation Intel Core i7 Processors,FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/185281/intel-core-i78500y-processor-4m-cache-up-to-4-20-ghz/specifications.html,Mobile,16777216,Launched,100,185281,20mm X 16.5mm,"Intel Core i7-8500Y Processor (4M Cache, up to 4.20 GHz)"
541,4,8,Intel Core i7-8665U,i7-8665U,2019-05-01,14,4,1900,4800,2100,8192,15,25,,8th Generation Intel Core i7 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/193563/intel-core-i78665u-processor-8m-cache-up-to-4-80-ghz/specifications.html,Mobile,67108864,Launched,100,193563,46x24,"Intel Core i7-8665U Processor (8M Cache, up to 4.80 GHz)"
542,4,8,Intel Core i7-8569U,i7-8569U,2019-05-01,14,4,2800,4700,,8192,28,,431,8th Generation Intel Core i7 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/191050/intel-core-i78569u-processor-8m-cache-up-to-4-70-ghz/specifications.html,Mobile,33554432,Launched,100,191050,46x24,"Intel Core i7-8569U Processor (8M Cache, up to 4.70 GHz)"
543,4,8,Intel Core i7-8665UE,i7-8665UE,2019-05-01,14,4,1700,4400,2000,8192,15,25,409,8th Generation Intel Core i7 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/193554/intel-core-i78665ue-processor-8m-cache-up-to-4-40-ghz/specifications.html,Embedded,67108864,Launched,100,193554,46 x 24,"Intel Core i7-8665UE Processor (8M Cache, up to 4.40 GHz)"
544,4,8,Intel Core i7-8557U,i7-8557U,2019-08-01,14,4,1700,4500,,8192,15,,431,8th Generation Intel Core i7 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/192996/intel-core-i78557u-processor-8m-cache-up-to-4-50-ghz/specifications.html,Mobile,33554432,Launched,100,192996,46x24,"Intel Core i7-8557U Processor (8M Cache, up to 4.50 GHz)"
545,8,8,Intel Core i7-9700K,i7-9700K,2018-11-01,14,8,3600,4900,,12288,95,,374,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/186604/intel-core-i79700k-processor-12m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,186604,37.5mm x 37.5mm,"Intel Core i7-9700K Processor (12M Cache, up to 4.90 GHz)"
546,8,8,Intel Core i7-9700KF,i7-9700KF,2019-02-01,14,8,3600,4900,,12288,95,,349,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/190885/intel-core-i79700kf-processor-12m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,190885,37.5mm x 37.5mm,"Intel Core i7-9700KF Processor (12M Cache, up to 4.90 GHz)"
547,8,8,Intel Core i7-9700,i7-9700,2019-05-01,14,8,3000,4700,,12288,65,,323,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/191792/intel-core-i79700-processor-12m-cache-up-to-4-70-ghz/specifications.html,Desktop,134217728,Launched,100,191792,37.5mm x 37.5mm,"Intel Core i7-9700 Processor (12M Cache, up to 4.70 GHz)"
548,8,8,Intel Core i7-9700F,i7-9700F,2019-05-01,14,8,3000,4700,,12288,65,,298,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/193738/intel-core-i79700f-processor-12m-cache-up-to-4-70-ghz/specifications.html,Desktop,134217728,Launched,100,193738,37.5mm x 37.5mm,"Intel Core i7-9700F Processor (12M Cache, up to 4.70 GHz)"
549,8,8,Intel Core i7-9700T,i7-9700T,2019-05-01,14,8,2000,4300,,12288,35,,323,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/191048/intel-core-i79700t-processor-12m-cache-up-to-4-30-ghz/specifications.html,Desktop,134217728,Launched,100,191048,37.5mm x 37.5mm,"Intel Core i7-9700T Processor (12M Cache, up to 4.30 GHz)"
550,6,12,Intel Core i7-9850H,i7-9850H,2019-05-01,14,8,2600,4600,,12288,45,,395,9th Generation Intel Core i7 Processors,FCBGA1440,"DDR4-2666, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/191047/intel-core-i79850h-processor-12m-cache-up-to-4-60-ghz/specifications.html,Mobile,134217728,Launched,100,191047,42mm x 28mm,"Intel Core i7-9850H Processor (12M Cache, up to 4.60 GHz)"
551,6,12,Intel Core i7-9750HF,i7-9750HF,2019-05-01,14,8,2600,4500,,12288,45,,395,9th Generation Intel Core i7 Processors,FCBGA1440,"DDR4-2666, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/191046/intel-core-i79750hf-processor-12m-cache-up-to-4-50-ghz/specifications.html,Mobile,134217728,Launched,100,191046,42mm x 28mm,"Intel Core i7-9750HF Processor (12M Cache, up to 4.50 GHz)"
552,6,12,Intel Core i7-9750H,i7-9750H,2019-05-01,14,8,2600,4500,,12288,45,,395,9th Generation Intel Core i7 Processors,FCBGA1440,"DDR4-2666, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/191045/intel-core-i79750h-processor-12m-cache-up-to-4-50-ghz/specifications.html,Mobile,134217728,Launched,100,191045,42mm x 28mm,"Intel Core i7-9750H Processor (12M Cache, up to 4.50 GHz)"
553,8,8,Intel Core i7-9700E,i7-9700E,2019-05-01,14,8,2600,4400,,12288,65,,323,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/195306/intel-core-i79700e-processor-12m-cache-up-to-4-40-ghz/specifications.html,Embedded,134217728,Launched,100,195306,37.5mm x 37.5mm,"Intel Core i7-9700E Processor (12M Cache, up to 4.40 GHz)"
554,6,12,Intel Core i7-9850HE,i7-9850HE,2019-05-01,14,8,2700,4400,,9216,45,,395,9th Generation Intel Core i7 Processors,FCBGA1440,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/195328/intel-core-i79850he-processor-9m-cache-up-to-4-40-ghz/specifications.html,Embedded,67108864,Launched,100,195328,42mm x 28mm,"Intel Core i7-9850HE Processor (9M Cache, up to 4.40 GHz)"
555,8,8,Intel Core i7-9700TE,i7-9700TE,2019-05-01,14,8,1800,3800,,12288,35,,323,9th Generation Intel Core i7 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/195329/intel-core-i79700te-processor-12m-cache-up-to-3-80-ghz/specifications.html,Embedded,134217728,Launched,100,195329,37.5mm x 37.5mm,"Intel Core i7-9700TE Processor (12M Cache, up to 3.80 GHz)"
556,6,12,Intel Core i7-9850HL,i7-9850HL,2019-05-01,14,8,1900,4100,,9216,25,,395,9th Generation Intel Core i7 Processors,FCBGA1440,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/195333/intel-core-i79850hl-processor-9m-cache-up-to-4-10-ghz/specifications.html,Embedded,67108864,Launched,100,195333,42mm x 28mm,"Intel Core i7-9850HL Processor (9M Cache, up to 4.10 GHz)"
557,4,8,Intel Core i7-1060G7,i7-1060G7,2019-08-01,10,4,1000,3800,1300,8192,9,12,,10th Generation Intel Core i7 Processors,,LPDDR4-3733,https://www.intel.com/content/www/us/en/products/sku/197120/intel-core-i71060g7-processor-8m-cache-up-to-3-80-ghz/specifications.html,Mobile,33554432,Launched,100,197120,26.5 mm x 18.5 mm,"Intel Core i7-1060G7 Processor (8M Cache, up to 3.80 GHz)"
558,2,2,Intel Celeron G1610,G1610,2013-02-01,22,5,2600,,,2048,55,,42,Intel Celeron Processor G Series,FCLGA1155,DDR3 1333,https://www.intel.com/content/www/us/en/products/sku/71072/intel-celeron-processor-g1610-2m-cache-2-60-ghz/specifications.html,Desktop,33554432,Discontinued,,71072,37.5mm x 37.5mm,"Intel Celeron Processor G1610 (2M Cache, 2.60 GHz)"
